Folio,Fecha,Ubicacion,Colonia,Hora,Tipo,COORDENADAS,Comentarios
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44668441"" target=""_blank"">44668441</a>",19/04/2021,; CALLE 8 CASA 1 ESQ CALLE 7,UNIDAD VICENTE SUAREZ/PUEBLA/PUEBLA,15:05:46,PERSONA SOSPECHOSA,"19.02101542999307, -98.1761320225871","MENCIONA DE DOS MASCULINO DE PANATALON DE, MEZCLILLA VINO Y EL OTRO DE PLAYERA BLANCA, LLEVAN MEDIA HORA OBSEERVANDO LOS DOIMICILIOS, PIDE APOYO DE UNIDAD D EPOLICIA, TELCEL//, OK, JA-002  ABORDO POL GONZALEZ MORENO FRANCISCO  //, MARTINEZ ALLENDE LUISA, JA-002  ABORDO POL GONZALEZ MORENO FRANCISCO  //, MARTINEZ ALLENDE LUISA INDICA LA UNIDAD QUE SE, ENTREVISTA CON PETICIONARIO DE NOMBRE LINDA, BLANCA ESCAMILLA CON  NUMERAL 2212372733, INDICANDO QUE DOS MASCULINOS SOSPECHOSOS SE, ENCONTRABAN MERODEANDO POR EL LUGAR  AL ARRIBAR, LA UNIDAD NEGATIVO DE QUE SE NECONTRARAN EL EN, LUGAR LOS MASCULINOS ESTA SIN INCIDENTE EL LUGAR, PEP CON NOTAS DE POLICIA MUNICIPAL SE CIERRA, FOLIO"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44668442"" target=""_blank"">44668442</a>",19/04/2021,; 20 DE NOVIEMBRE 39,FRACC RES LA ESCONDIDA/PUEBLA/PUEBLA,15:05:56,AMENAZA,"19.046920701063673, -98.25486614874993","***APP SEGURIDAD INCLUYENTE****, ZONA :   1 VECTOR:    118 UNIDAD :   VP-109, ELEMENTOS :   MARIA DEL RAYITO ROJAS AGUAYO REAL, : SI PRUEBA :      NO REPORTE POLICIAL :  RIÑA, CON UNOS 33 YA POR DESACUERDO DE CONSTRUCCIÓN, ENTRE VECINOS DESCRIPCION DE LOS HECHOS:      SE, LLAMA A PETICIONARIO Y REFIERE QUE REALIZANDO UN, SERVIVIO POR PARTE DEL AYUNTAMIENTO DEL MUNICIPIO, SE SALE DE CONTROL Y SE PRROVOCA UNA RIÑA ENTRE, LOS VECINOS DESPACHADOR :    DIANA TIEMPO DE, ATENCION :     17 MINUTOS ESTATUS** CERRADO"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44668456"" target=""_blank"">44668456</a>",19/04/2021,;16 DE SEPTIEMBRE Y HERMANOS SERDAN,GUADALUPE HIDALGO/PUEBLA/PUEBLA,15:08:25,PERSONA DETENIDA,"18.97382380537388, -98.23761108848753","ELEMENTOS A BORDO DE LA UNIDAD SSC-023, PROCEDEN, CON UN MASCULINO ASEGURADO  INICICAR LOS TRAMITES, CORRESPONDIENTES PARA SU PUESTA A DISPOSICION, POR DEAMBULAR BAJO LOS INFLUJOS DE SUSTANCIAS, TOXICAS, FORMATO PARA AUXILIOS Y APOYOS  FOLIO:  44668456, LUGAR DE LOS HECHOS  AVENIDA 16 DE SEPTIEMBRE Y, HERMANOS SERDÁN  LUGAR DE LA DETENCIÓN  AVENIDA, 16 DE SEPTIEMBRE Y HERMANOS SERDÁN   HORA DE LA, DETENCIÓN:  11:16 HORAS   FECHA: 19/04/2021, FALTA ADMINISTRATIVA INTOXICARSE CON SUSTANCIAS, PROHIBIDAS  INDICIO  UNA BOTELLA QUE EN SU, INTERIOR CONTIENE TINER.  DETENIDO: RAMÍREZ, RAMÍREZ HÉCTOR JONATHAN EDAD: 22 AÑOS FECHA DE, NACIMIENTO:  30/AGOSTO/ 1998 ESTADO CIVIL:, SOLTERO GRADO DE ESTUDIOS: SECUNDARIA TRABAJO:, COMERCIANTE DOMICILIO: NO REFIERE ORIGINARIO:, PUEBLA NACIONALIDAD: MEXICANA CEL: NO REFIERE, DICTAMEN: 04227 REMISIÓN:  257196  JUEZ, CALIFICADOR LIC. MIGUEL CECILIO MONTERO JUZGADO, CALIFICADOR DELEGACIÓN SUR   INFORMA OLIVARES, HUERTA RUBÉN  316682 FLORES SÁNCHEZ ROSALBA, 320571  UNIDAD: SSC 023"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44668483"" target=""_blank"">44668483</a>",19/04/2021,; AV DEFENSORES DE LA REPUBLICA/BLVD 18 DE NOVIEMBRE,ZONA INDUSTRIAL CAMINO A MANZANILLA/PUEBLA/PUEBLA,15:12:14,PERSONA AGRESIVA,"19.059398821175808, -98.15969100993391","[CELL], REFIERE EN LA GASOLINERIA CARGO GASOLINA Y LE, DIERON UN BILLETE FALSO, EL ENCARGADO DE LA GASOLINERIA ESTA AGRESIVO, PETICIONARIO SE ENCUENTRA EN UN ATHOS NEGRO, TEL/CEL, OK, UNIDAD VP-221 EN EL LUGAR INFORMA EL PUNTO SIN, NOVEDAD NEGATIVO QUE ALGUIEN SOLICITE APOYO., UNIDAD VP-221   ABORDO LOS ELEMENTOS: S/P, ESTUDILLO JUAREZ ERIANDY Y S/P SOLIS BRITEÑO, JUDITH, UNIDAD VP-221 EN EL LUGAR INFORMA EL PUNTO SIN, NOVEDAD NEGATIVO QUE ALGUIEN SOLICITE APOYO., 2221231547 INFORMA LA UNIDAD PE- 1046 QUE SE, ENTREVISTA CON JORGE LIMON MORALES TEL., 2221231547 QUIEN INFORMA QUE PIDIO 100 PESOS DE, COMBUSTIBLE Y LE INDICAN QUE SU BILLETE ES FALSO, BILLETE DE 200 PESOS LLEGAN A UN ACUERDO LA, UNIDAD CONTINUA CON EL RECORRIDO"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44668551"" target=""_blank"">44668551</a>",19/04/2021,; AVENIDA NEZAHUALCÓYOTL,EJIDAL LOMAS DE SAN MIGUEL/PUEBLA/PUEBLA,15:20:22,PERSONA DETENIDA,"18.996830655411507, -98.18420037314172","CON EL APOYO DE LA UNIDAD. 1057 Y LA UNIDAD 2078, NOMBRE DE LOS DETENIDOS  CARLOS DANIEL MENDOZA, MUÑOZ   EDAD 22 AÑOS  DOMICILIO CALLE 19 OTE, NÚMERO 2029 COLONIA AZACARTE   ÉDGAR ALBERTO, MENDOZA TOXTLE  20 AÑOS   DOMICILIO CALLE 40 NTE, NÚMERO 32 COLONIA CHAMIZAL, NOMBRE DEL QUE INFORMA OFICIAL C GUILLERMO, RODRÍGUEZ MENDOZA PE-1033, DURANTE MI RECORRIDO HICIMOS UN  FILTRO DE, SEGURIDAD Y INSPECCIÓN DE VEHÍCULOS  EN DICHA, DIRRECCIÓN ANTES NOS ENTREVISTAMOS CON DOS, MASCULINOS POR EL MOTIVO EL CUAL LOS DETUVIMOS, PARA HACER UNA INSPECCIÓN EN DICHA DIRRECCIÓN, ANTES  MENCIONADA MOTIVO POR EL CUAL LOS, MASCULINOS NO QUISIERON QUE LE HICIÉRAMOS LA, REVISIÓN  NOS REFIEREN QUE POR QUÉ MOTIVO LOS, DETENEMOS Y QUE NO  TENEMOS DERECHO A SER, REVISIONES DE VEHÍCULOS MOTIVO POR EL SE PONEN EN, UNA SITUACIÓN DE QUE PORQUE LOS VAMOS A, INSPECCIONAR    EL CUAL UNO DE LOS MASCULINOS NOS, EMPIEZA A FALTAR EL RESPETO   Y AGREDIR, FÍSICAMENTE MENTE   EL CUAL PEDIMOS A C5 Y AL, OFICIAL MIGUEL ÁNGEL LÓPEZ MARTÍNEZ EL APOYO  EN, ESE MOMENTO   PROCEDEMOS A PONERLE LOS, DISPOSITIVOS DE SEGURIDAD EL CUAL EN ESE MOMENTO, UNO DE LOS MASCULINOS ME FALTA EL RESPETO Y ME, AGREDE. FÍSICAMENTE  EL CUAL   PROCEDIMOS A HACER, LA DETENCIÓN DE AMBOS DETENIDO,  SE HACE CARGO POLICIA ESTATAL"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44668580"" target=""_blank"">44668580</a>",19/04/2021,"; ANILLO PERIF. ECOLÓGICO KM 4.5, 72700 PUEBLA, PUE.",PUEBLA/PUEBLA/PUEBLA,15:24:09,SOLICITUD DE OTROS SERVICIOS PUBLICOS,"19.113143059514275, -98.27853954615857","INGRESO E UNIDAD PARTICULA VEHICULO AVEO COLOR, ROJO, PLACAS TSA820A DEL ESTADO DE PUEBLA, AL, MANDO CMT. LORENA CANDYA MIRON CON 1 ELEMENTO, MAS, NO PORTAN ARMAS DE FUEGO., SE DA DE CONOCIMIENTO A UNIDADES DE PMPUE"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44668612"" target=""_blank"">44668612</a>",19/04/2021,; HACIENDA 7 DE FEBRERO Y AVENIDA SAN ANTONIO,SAN ANTONIO ABAD/PUEBLA/PUEBLA,15:29:12,RIÑA/PELEA CLANDESTINA,"19.063040197430546, -98.14342540681558","PET REPORTA QUE HAY VARIAS PERSONAS GOLPEANDOSE ,, SOLICITA LA PATRULLA, ESTAN  CERCA DE UNA TIENDA, TEL CEL OK, UNIDAD VP 302 A BORDO SALAS MARTÍNEZ DIEGO Y, ROJAS PÉREZ EDUARDO., INDICA LA UNIDAD ES NEGATIVO DE RIÑA EN EL PUNTO,, SE ENVÍA EVIDENCIA, SE LE RETORNA LA LLAMADA A, PET NO CONTESTA."
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44668617"" target=""_blank"">44668617</a>",19/04/2021,; EJERCITOS DE OTE // GRAL JOAQUIN COLOMBRES,LOMAS LORETO/PUEBLA/PUEBLA,15:30:36,PERSONA AGRESIVA,"19.059497428656044, -98.17503875618404","REFIERE UN PERCANSE VEHICULAR Y EL RESPONSABLE LO, AMENAZO CON UN CUCHILLO, EL RESPONSABLE LLEVA UNA NAVAJA, VA EN UNA CAMIONETA NEGRA GRAND CHEROKEE, SE DIO A LA FUGA, NO TIENE LAS PLACAS DEL VEHÍCULO, PETICIONARIO SE ENCUENTRA EN UNA CAMIONETA FORD, CURIER PLATA, TEL/CEL, OK,  SE DA CONOCIMIENTO VIA CANAL DE MANDOS A OMEGA 2, UNIDAD VP-214 ABORDO LOS ELEMENTOS: S/P BONILLA, MORALES JAIRO MISAEL, AL LUGAR, 2DA LLAMADA MISMO NUMERO Y ESTA MOLESTO PORQUE, LLEVA 20 MINUTOS ESPERANDO UNA PATRULLA Y NO, LLEGA Y LO AMENAZARON CON UN CUCHILLO, SE LE INFORMA A EXT 10121, REPORTA LA UNIDAD VP-214, EN EL LUGAR NO UBICA A, PETICIONARIO, SE HACE LLAMADA A PETICIONARIO Y, DESVIA LA LLAMADA, UNIDAD CONTINUA RECORRIDO."
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44668627"" target=""_blank"">44668627</a>",19/04/2021,;AV GRAL IGNACIO ZARAGOZA 65 ENTRE CALLES => CORONEL JOSE G. ALCALA Y 20 DE NOVIEMBRE,HEROES DE PUEBLA/PUEBLA/PUEBLA,15:31:23,PERSONA SOSPECHOSA,"19.02157940411677, -98.18102174615971","WHATSSAPP, 1 SUJETO DE PANTS AZUL MARINO SOSPECHOSO CHECANDO, MOVIENTO DE TIENDA, JA-002  ABORDO POL GONZALEZ MORENO FRANCISCO  //, MARTINEZ ALLENDE LUISA  INDICA LA UNIDAD SE, ENTREVISTA CON LA ENCARGADA DEL OXXO DE NOMBRE, BEATRIZ SEDEÑO QUE EN  EL PUNTO UN MASCULINO, APARENTEMENTE EN ACTITUD DELICTIVA SE ENCONTRABA, EN LA TIENDA POR LO CUAL PIDE EL APOYO, AL, LLEGAR LA UNIDAD EL MASCULINO  YA NO SE, ENCONTRABA EN EL PUNTO QUEDANDO SIN INCIDENTE EL, PUNTO, PEP CON NOTAS DE POLICIA MUNICIPAL SE CIERRA, FOLIO"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44668632"" target=""_blank"">44668632</a>",19/04/2021,;ARTICULO 2 MANZANA 7 LOTE 2,VALLE DE SAN IGNACIO/PUEBLA/PUEBLA,15:32:17,OTRAS ALARMAS DE EMERGENCIAS ACTIVADAS,"18.961534026540928, -98.23591106515727","TELEGRAM, REPORTE: INDICA USUARIO NO SABE QUIEN DE LOS, VECINO L ACTIVO POR LO QUE PIDEN ACUDA LA UNIDAD, SE DA CONOCIMIENTO VIA CANAL DE MANDOS A OMEGA 8, INDICA CABINA ZONA 8 : REPORTA AL LUGAR UNIDAD, VP- 804 POL. ARCE LUNA MIGUEL DAVID Y POL: TELLEZ, CARREON REYNA IVETH, ES NEGATIVO DE UBICAR ALGUNA ALARMA SONORA, ASI, MISMO SE CHECA CORTINAS Y CANDADOS BIEN PUESTOS,, LA UNIDAD CONTINUA SU RECORRIDO DEJANDO EL LUGAR, SIN ALTERACION, PEP CON DATOS DE POLICIA MUNIICPAL SE CIERRA, FOLIO"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44668646"" target=""_blank"">44668646</a>",19/04/2021,; 31 SUR NUM 3928 Y SAUCES,FRACC LAS ANIMAS/PUEBLA/PUEBLA,15:35:00,PERSONA SOSPECHOSA,"19.03964287650906, -98.2310092308139","MENCIONA LE QUITARON LA COIMUNICACION CON SU, DOMICILIO, SON DE UNA COMPAÑIA TELEFONICA, Y MENCIONA  QUE NO LOS CONOCE, PIDE APOUYO DE UNIDAD DE POLICIA, TELCEL//, OK, UNIDAD VP-303 ABORDO LOS ELEMENTOS POL.- MARIA DE, LOS ANGELES RAMÍREZ CRUZ / JOSE RAYMUNDO  DÍAZ, CASTELAN, UNIDAD VP-303 ABORDO LOS ELEMENTOS POL.- MARIA DE, LOS ANGELES RAMÍREZ CRUZ / JOSE RAYMUNDO  DÍAZ, CASTELAN EN EL LUGAR SE ENTREVISTA CON MIGUEL, ANGEL VIELEZ PEREZ CON TEL. 6623361096 QUIEN, MENCIONA QUE UNAS PERSONAS CORTARON EL CABLE DE, TELEFONO DE SU DOMICILIO , ASI MISMO AL ARRIBAR, LA UNIDAD ELLOS YA SE HABIAN RETIRADO , SE LE DAN, PROCEDIMIENTOS A PETICIONARIO , QUEDANDO SIN, NOVEDAD EL PUNTO"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44668661"" target=""_blank"">44668661</a>",19/04/2021,; 9 SUR ESQ 7 PTE,REFORMA SUR/PUEBLA/PUEBLA,15:37:26,OTROS TIPOS DE ALTERACION AL ORDEN PUBLICO,"19.06352155990317, -98.24104765965002","[CELL], REPORTA QUE   SON VARIOS JOVENES  QUE  VISTEN DE, PLAYERA ROJA  CON PANTALON DE MEZCLILLA, ALPARECER SON MENORES DE EDAD ESTAN ARROJANDO, PIEDRAS CON SU RESORTERA,  Y ESTAN ROMPIENDO LOS VIDRIOS DE LOS DOMICILIOS, TEL CEL OK, UNIDAD SSC 502  ABORDO LOS ELEMENTOS POL.-, ABISAIL CARRILLO TELLEZ / ORLANDO RENÉ HERNÁNDEZ, SÁNCHEZ, UNIDAD SSC 502  ABORDO LOS ELEMENTOS POL.-, ABISAIL CARRILLO TELLEZ / ORLANDO RENÉ HERNÁNDEZ, SÁNCHEZ EN EL LUGAR SE ENTREVISTA CON VERONICA, MORALES ACEVEDO CON TEL.  2222070417 QUIEN, MENCIONA QUE UNOS NIÑOS ESTABAN AVENTANDO PIEDRAS, HACIA SU DOMICILIO ,ASI MISMO AL NOTAR LA, PRESENCIA DE LA UNIDAD ELLOS CORRIERON , QUEDA, SIN NOVEDAD EL PUNTO"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44668674"" target=""_blank"">44668674</a>",19/04/2021,;AV 119 PTE EDF D 19 DPTO 12,INFONAVIT AGUA SANTA/PUEBLA/PUEBLA,15:38:30,VIOLENCIA FAMILIAR,"18.98708658703669, -98.246043352519","[CELL], PET REPORTA A SUS HERMANAS AGRESIVAS CON SU PAPÀ, MENCIONA QUE LO DESPOJARON DE SUS PERTENENCIAS, RECHAZA TRANS A LA EXT 10130, SOLO REQUIERE APOYO DE POLICIA, TEL CEL OK, //, ENTERADA TELMUJER FOLIO DE CONOCIMIENTO RECHAZÓ, TRANSFERENCIA A TELMUJER, INDICA CABINA ZONA 8 : REPORTA AL LUGAR UNIDAD, VP-815 ABORDO POL.  REYES CASTAÑEDA RAUL Y POL:, MORALES GONZALEZ RIGOBERTO, UNIDAD AL LUGAR, SE REALIZA LLAMADA A, PEETICIONARIO PERO DESVIA LA LLAMADA, NADIE, REFIERE NADA, LA UNIDAD CONTINUA CON SU, RECORRIDO., PE-2084 SE ENTREVISTA CON LA SRA, ROSAURA GARCIA, MIRANDA MISMA Q SE QUIERE LLEVAR A SU SEÑOS PADRA, DE NOMBRE CARLOS KAUATZI DE 72 AÑOS POR LO CUAL, LA FAMILIA NO LO PERMITE ASI MIMSO MENCIONA Q LA, SEÑORA ESTA MAL DE SUS FACULTADS MENTALES SE LE, INDICAN LOS PROCEDIMIENTOS, //, TELMUJER CIERRA FOLIO CON INFORMACIÓN DE POLICÍA"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44668700"" target=""_blank"">44668700</a>",19/04/2021,; CALZADA ADOLFO LOPEZ MATEOS,SANTIAGO DE LOS LEONES/PUEBLA/PUEBLA,15:41:41,ROBO DE VEHICULO PARTICULAR SIN VIOLENCIA,"19.11569337570596, -98.14241095952971","DEJA LLAMADA TOLUCA, REPORTA QUE NO TIENE CONTACTO CON EL OPERADOR DE, UN CAMION TORNOR SIN CARGA LO VA A REPORTAR COMO, ROBADO, SE TRANS LLAMADA A FISCALIA, 12:00 HRS APROX DEL DIA DE HOY PIERDEN CONTACTO, VIA TELEFONICA CON EL OPERADOR Y EL RASTREADOR, SATELITAL DEL VEHICULO SE ENCUENTRA INHABILITADO, POR LO QUE SOLICITA SEA REPORTADO EL VEHICULO, COMO ROBADO Y EN CASO DE SER DETECTADO SE ASEGURE, Y PONGA A DISPOSICION DE LA AUTORIDAD, CORRESPONDIENTE, SE BOLETINA A LAS UNIDADES DE POLICIA ESTATAL, SECTOE 1, UNIDAD JA-014 ABORDO LO ELEMENTOS: S/PPENICHE, GONZALEZ NEFTHALI  Y S/P GARRIGOS DIAZ WENDOLYN ,, AL LUGAR, REPORTA OMEGA 2, UBICA EL VEHICULO CON REPORTE DE, ROBO, EN ESPERA DE MAS DATOS, SOLO INDICA QUE YA, LOS PASO EN EL CHAT DE INTELIGENCIA, ***SE INFORMA A CABINA CENTRAL DE OCOYUCAN,, REFIERE ENCARGADO BOLETINAR A UNIDADES DE POLICÍA, Y TRÁNSITO MUNICIPAL PARA APOYAR EN BÚSQUEDA,, LOCALIZACIÓN Y RECUPERACIÓN DEL VEHÍCULO. ***, **SE INFORMA A SEGURIDAD PUBLICA DE JUAN C, BONILLA, SE BOLETINA CON TODAS SUS UNIDADES PARA, SU PRONTA LOCALIZACION**, TIENE CONOCIMIENTO POLICÍA MUNICIPAL DE SAN PEDRO, CHOLULA, REFIERE ENCARGADO DE CABINA QUE LO, BOLETINA A TODAS LAS UNIDADES., UNIDAD VP-227 SOLICITA APOYO DE GRUA POR CAMION, ABANDONADO EN LA SIGUIENTE UBICACIÓN, ***TIENE CONOCIMIENTO POLICÍA MUNICIPAL DE SAN, ANDRES CHOLULA, REFIERE ENCARGADO DE CABINA QUE, LO BOLETINA A TODAS LAS UNIDADES PARA APOYAR EN, LA BUSQUEDA, LOCALIZACION Y RECUPERACION DEL, VEHICULO***, UNIDAD VP-227 EN EL LUGAR INFORMA, GRUPO AGUILA, EN LA UNIDAD RBNN1 ABORDO JUAN ANTONIO SANCHEZ, REMENTERIA +2 , ASI MISMO SE DEVUELVE LLAMADA, TELEFÓNICA POR PARTE DE TORRE 2 A PETICIONARIO,, NO ENLANZA YA QUE ES UN CONMUTADOR., SE INFORMA A CABINA CORONANGO PARA QUE BOLETINE, LA INFORMACION A NUESTRASUNIDADES DE POLICIA Y, VIALIDAD MUNICIPAL, PARA LA POSIBLE LOCALIZACION,, DETENCION Y LA CORRECTA PUESTA A DISPOSICION ANTE, LA AUTORIDAD CORRESPONDIENTE//, SE HACE ACRGO GRUPO AGUILA, UBICACIÓN: CARRETERA A CANOA KM7.  MARCA:, FREIGHTLINER.  METÁLICAS:60AH3L.  COLOR: BLANCO., HORA:16:05HRS.    AL LUGAR LLEGA   GRUPO ÁGUILA, UNIDAD004 RB:001.24  A CARGO: SÁNCHEZ RENTERÍA, JUAN ANTONIO. NUMERAL:2224004118 QUIÉN SE HACE, CARGO DE LA PUESTA A DISPOSICIÓN.  AL PUNTO LLEGA, POLICÍA MINISTERIAL.  SANTIAGO ARENAS CÁRCAMO., ABORDO DE EL MÓVIL MÓVIL B352 +2.  GRÚAS ANS., VÍCTOR SÁNCHEZ SUÁREZ UNIDAD 204 ., UNIDAD VP-227 INFORMA"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44668742"" target=""_blank"">44668742</a>",19/04/2021,;AV 8 OTE NUM 407 ESQ 6 Y 4 NTE,PUEBLA CENTRO/PUEBLA/PUEBLA,15:46:38,OTRAS ALARMAS DE EMERGENCIAS ACTIVADAS,"19.045634900814772, -98.19291740197743","TLACOQUEMECATL,BENITO JUAREZ,MEXICO D.F.,CIUDAD DE MEXICO,MX, ADT, ALARMA DE SONORA DE ROBO SIN CONFIRMAR, APROX 7 MIN, TEL CEL OK, UNIDAD SSC-037 ABORDO POL. 3° TLAPANCO PEREDA, ANDREA Y POL SANCHEZ BRIONES JONATHAN, UNIDAD SSC-037 ABORDO POL. 3° TLAPANCO PEREDA, ANDREA Y POL SANCHEZ BRIONES JONATHAN INFORMA LA, UNIDAD QUE EL LUGAR SE ENCUENTRA BIEN CERRADO SIN, ALTERACION Y SIN NOVEDAD, NEGATIVO DE QUE ALGUIEN, SOLICITE UN APOYO LA UNIDAD CONTINUA CON SU, RECORRIDO"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44668751"" target=""_blank"">44668751</a>",19/04/2021,; SIN NOMBRE NO. 1582 4409,MOCTEZUMA/PUEBLA/PUEBLA,15:47:38,ROBO A CASA HABITACION SIN VIOLENCIA,"19.06141276074318, -98.18713873081364","VIA APP SEGURIDAD INCLUYENTE:, ZONA :   2 VECTOR:    211 UNIDAD :   VP-211, ELEMENTOS :   JOSE EDUARDO SANCHEZ RAMIREZ REAL :, SI  PRUEBA :      NO REPORTE POLICIAL :, MASCULINOS ENTRAN AL DOMICILIO DEL PETICIONARIO, SUSTRAYENDOLE PERTENENCIAS UNA LAPTOP, 3,500,UN, XBOX UNA PANTALLA DE 32 PULGADAS, HERRAMIENTAS, EN ESPERA DE DATOS POR PARTE DE LA UNIDAD EN EL, PUNTO, EL REPORTE SE RECIBE SIN CALLES DE REFERENCIA, CON ESTA HORA INDICAN CALLES:2 NORTE Y AV NIÑO, ARTILLERO, POLICIA ESTATAL YA LO CHECO CON EL FOLIO 44667923, 44667906, CON ESTA HORA PERSONAL DE  FORTALEZA INDICA, CORRIJO ES 2 NORTE Y 44 ORIENTE"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44668752"" target=""_blank"">44668752</a>",19/04/2021,; BEJUCO 5027 ESQ BOSQUE DE MANZANILLA,BOSQUES DE MANZANILLA/PUEBLA/PUEBLA,15:47:39,ALTERACION DEL ORDEN PUBLICO POR PERSONA ALCOHOLIZADA,"19.062389937754364, -98.15225193266839","REPORTA QUE  SON 2 SUJETOS QUE ESTAN  EBRIOS, UNO  DE ELLOS   VISTE PNATALON COLOR AZUL ,, PLAYERA COLOR BLANCA, ESTN ESCANDALIZANDO, TEL CEL OK, UNIDAD VP-305 A BORDO XOLOT GARCÍA JOSÉ LUIS Y, PRISCO MENDOZA JESÚS., SE ENCUENTRA SIN NOVEDAD EL LUGAR, INGRESAN A SU, DOMICILIO, SE ENVÍA EVIDENCIA EL PET INDICA QUE, NO VA  A SALIR A ENTREVISARSE CON LA UNIDAD., UNIDAD ONTINUA SU RECORRIDO"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44668780"" target=""_blank"">44668780</a>",19/04/2021,;NEVADO DE TOLUCA NUM 12 ESQ CALLE CITLALTEPEC,MALINTZIN/PUEBLA/PUEBLA,15:50:17,VIOLENCIA CONTRA LA MUJER,"19.07712949804091, -98.17061158848622","PET REPORTA, A UN MASCULINO QUE GOLPEO A UNA FEMENINA VISTE DE, MEZCLILLA Y CAMISA A CUADROS, PIDE APOYO DE POLICIA EN EL LUGAR, //, ENTERADA TELMUJER FOLIO DE CONOCIMIENTO, PARA CONOCIMIENTO A LA EXT 10130 REPORTA TERCERA, PERSONA, TEL CEL OK, REPORTÓ TERCERA PERSONA, UNIDAD VP-207  ABORDO LOS ELEMENTOS: S/P MUNGIA, RODRIGUEZ JESUS SEBASTIAN AL LUGAR, UNIDAD VP-213 ABORDO LOS ELEMENTOS: S/P LERISTA, CORTEZ JOSE ERNESTO   Y S/P LUNA TEPOLE JAZMIN ,, INDICA QUE EN EL LUGHAR NADIE SALE A INFORMAR, SE, REGRESA LLAMADA A PETICIOANRIO QUE INDICA: LA, UNIDAD NO SE ENCUENTRA EN EL LUGAR, SE MANTIENE, EN LINEA, Y SE UBICA A LA UNIDAD EN COFRE DE, PEROTE Y POPOCATEPETL, CUANDO HABIA INDICADO QUE, SE ENCONTRABA EN LA UBICACION DEL FOLIO,, PETICIONARIO MOLESTA INDICA QUE LA POLICIA NO, LLEGA A LOS APOYOS, CUALGA LLAMADA. LA UNIDAD, INDICA DESPUES DE APROXIMADAMENTE 5 MINUTOS QUE, YA ESTA EN EL LUGAR, SE VUELVE A REGRESAR LA, LLAMADA A PETICIONARIO Y YA NO RESPONDE. UNIIDAD, CONTINUA RECORRIDO YA QUE NO UBICA A, PETICIONARIO., //, TELMUJER CIERRA FOLIO CON INFORMACIÓN DE POLICÍA"
"<a href=""http://192.168.5.8:66/cgi-bin/snweb?CAD.CH.HTML+44668823"" target=""_blank"">44668823</a>",19/04/2021,;AV CAMPESTRE NUM 5105 ENTRA PINOS Y AVILA CAMACHO,SANTA CRUZ BUENAVISTA/PUEBLA/PUEBLA,15:56:13,PERSONA AGRESIVA,"19.052184292005066, -98.24426618848649","PET REPORTA A UN MASCULINO AGRESIVO PIDE APOYO DE, UNIDAD EN EL LUGAR, PARA QUE LO RETIREN, TEL CEL OK, UNIDAD VP-505 ABORDO LOS ELEMENTOS POL. LUIS, ENRIQUE LÓPEZ HERNÁNDEZ / BEATRIZ JUÁREZ, HERNÁNDEZ, EN EL LUGAR , INDICA QUE ES NEGATIVO DE ALGUN, PETICIONARIO , SE TOMA EVIDENCIA FOTOGRAFICA ,, ASI MISMO SE REGRESO LA LLAMADA A PETICIONARIO, PERO NO CONTESTA"
